"","Indicator","Value","entity"
"592","I123_gov_long_term_vision",4.1,"Armenia"
"593","I124_energy_regulations",44.3,"Armenia"
"594","I125_renewable_energy",65.7,"Armenia"
"595","I126_environment_treaties",19,"Armenia"
"596","P2_infrastructure",NA,"Armenia"
"597","Sub8_Transport_Infrastructure",NA,"Armenia"
"598","I201_road_connectivity",58.6,"Armenia"
"599","I202_quality_of_roads",3.6,"Armenia"
"600","I203_railroad_density",24.1,"Armenia"
"601","I204_train_efficiency",3.1,"Armenia"
"602","I205_airport_connectivity",11238.7,"Armenia"
"603","I206_air_transport_efficiency",4.6,"Armenia"
"604","I207_shipping_connectivity",NA,"Armenia"
"605","I208_seaport_efficiency",2.4,"Armenia"
"606","Sub9_Utility_Infrastructure",NA,"Armenia"
"607","I209_electricity_access",100,"Armenia"
"608","I210_electricity_supply",11.1,"Armenia"
"609","I211_unsafe_drinking_water",3.1,"Armenia"
"610","I212_water_supply",5.2,"Armenia"
"611","P3_ICT_adoption",NA,"Armenia"
"612","I301_cellular_subscription",121.3,"Armenia"
"613","I302_mobile_broadband",75.9,"Armenia"
"614","I303_fixed_broadband",11.8,"Armenia"
"615","I304_fibre_internet",5.5,"Armenia"
"616","I305_internet_users",64.7,"Armenia"
"617","P4_macro_stability",NA,"Armenia"
"618","I401_inflation",1.7,"Armenia"
"619","I402_debt_dynamic",50,"Armenia"
"620","P5_health",NA,"Armenia"
"621","I501_healthy_life_expectancy",65.8,"Armenia"
"622","P6_skills",NA,"Armenia"
"623","Sub10_Workforce",NA,"Armenia"
"624","I601_years_of_schooling",12.5,"Armenia"
"625","Sub11_Workforce_Skills",NA,"Armenia"
"626","I602_staff_training",3.7,"Armenia"
"627","I603_vocational_training",3.9,"Armenia"
"628","I604_graduates_skillset",3.7,"Armenia"
"629","I605_digital_skills",4.5,"Armenia"
"630","I606_skilled_employees",4,"Armenia"
"631","Sub12_Future_Workforce",NA,"Armenia"
"632","I501_healthy_life_expectancy",13,"Armenia"
"633","Sub13_Future_Workforce_Skills",NA,"Armenia"
"634","I608_critical_thinking",3.6,"Armenia"
"635","I609_pupil_teacher_ratio",17.6,"Armenia"
"636","P7_product_market",NA,"Armenia"
"637","Sub14_Domestic_Competition",NA,"Armenia"
"638","I701_distortive_taxes",4.3,"Armenia"
"639","I702_market_dominance",4.6,"Armenia"
"640","I703_competition_services",5.5,"Armenia"
"641","Sub15_Trade_Openess",NA,"Armenia"
"642","I704_non_tariff_barriers",4.4,"Armenia"
"643","I705_trade_tariffs",4.27,"Armenia"
"644","I706_tariffs_complexity",4.2,"Armenia"
"645","I707_border_clearance",2.6,"Armenia"
"646","P8_labour_market",NA,"Armenia"
"647","Sub16_Flexibility",NA,"Armenia"
"648","I801_redundancy_costs",13,"Armenia"
"649","I802_hiring_firing_practices",4.4,"Armenia"
"650","I803_labour_employer_relations",4.9,"Armenia"
"651","I804_wage_flexibility",5.3,"Armenia"
"652","I805_labour_market_policies",3.2,"Armenia"
"653","I806_workers_rights",NA,"Armenia"
"654","I807_foreign_labour_hiring",5.2,"Armenia"
"655","I808_internal_labour_mobility",3.9,"Armenia"
"656","Sub17_Meritocracy",NA,"Armenia"
"657","I809_reliance_on_management",4.3,"Armenia"
"658","I810_pay_productivity",4.2,"Armenia"
"659","I811_gender_pay_gap",0.78,"Armenia"
"660","I812_labour_tax",0,"Armenia"
"661","P9_financial_system",NA,"Armenia"
"662","Sub18_Depth",NA,"Armenia"
"663","I901_credit_to_private_sector",48.7,"Armenia"
"664","I902_financing_SME",4.1,"Armenia"
"665","I903_venture_capital",3.3,"Armenia"
"666","I904_market_capitalization",2.4,"Armenia"
"667","I905_insurance_premium",NA,"Armenia"
"668","Sub19_Stability",NA,"Armenia"
"669","I906_banks_soundness",5.2,"Armenia"
"670","I907_non_performing_loans",5.4,"Armenia"
"671","I908_credit_gap",-1.2,"Armenia"
"672","I909_regulatory_capital",18.2,"Armenia"
"673","P10_market_size",NA,"Armenia"
"674","I1001_GDP_PPP",27,"Armenia"
"675","I1002_imports",57.5,"Armenia"
"676","P11_dynamism",NA,"Armenia"
"677","Sub20_Administrative_Requirements",NA,"Armenia"
"678","I1101_starting_business_cost",0.8,"Armenia"
"679","I1102_starting_business_time",3.5,"Armenia"
"680","I1103_insolvency_recovery_rate",38.2,"Armenia"
"681","I1104_insolvency_regulations",7.5,"Armenia"
"682","Sub21_Entrepreneurial_Culture",NA,"Armenia"
"683","I1105_risk_attitudes",4.5,"Armenia"
"684","I1106_delegating_authority",4.1,"Armenia"
"685","I1107_innovating_companies",4.2,"Armenia"
"686","I1108_disruptive_ideas",4,"Armenia"
"687","P12_innovation",NA,"Armenia"
"688","Sub22_Diversity",NA,"Armenia"
"689","I1201_workforce_diversity",4.2,"Armenia"
"690","I1202_cluster_development",3.8,"Armenia"
"691","I1203_international_inventions",0.79,"Armenia"
"692","I1204_stakeholder_collaboration",3.7,"Armenia"
"693","Sub23_Research_Development",NA,"Armenia"
"694","I1205_scientific_publications",162.3,"Armenia"
"695","I1206_patents",2.68,"Armenia"
"696","I1207_RnD_expenditures",0.2,"Armenia"
"697","I1208_research_institutions",0,"Armenia"
"698","Sub24_Commercialization",NA,"Armenia"
"699","I1209_buyer_sophistication",4.1,"Armenia"
"700","I1210_trademarks",781.1,"Armenia"
"701","P1_institutions",NA,"Australia"
"702","Sub1_Security",NA,"Australia"
"703","I101_organized_crime",5.6,"Australia"
"704","I102_homicide",0.8,"Australia"
"705","I103_terrorism",99.2,"Australia"
"706","I104_police",6,"Australia"
"707","Sub2_Social_Capital",NA,"Australia"
"708","Sub2_Social_Capital",66.8,"Australia"
"709","Sub3_Checks_Balances",NA,"Australia"
"710","I106_transparency",74,"Australia"
"711","I107_judicial_independence",6,"Australia"
"712","I108_challenging_regulations",4,"Australia"
"713","I09_press_freedom",16.5,"Australia"
"714","Sub4_Public_Sector",NA,"Australia"
"715","I110_gov_burden",3.4,"Australia"
"716","I111_settling_disputes",4.6,"Australia"
"717","I112_e_participation",0.98,"Australia"
"718","Sub5_Transparency",NA,"Australia"
"719","I113_corruption",77,"Australia"
"720","I114_property_rights",NA,"Australia"
"721","I114_property_rights",6.1,"Australia"
"722","I115_intellectual_property_protection",5.7,"Australia"
"723","I116_land_administration",20,"Australia"
"724","Sub6_Corporate_Governance",NA,"Australia"
"725","I117_auditing_accounting_standards",5.9,"Australia"
"726","I118_interest_conflict_regulation",6,"Australia"
"727","I119_shareholder_governance",6,"Australia"
"728","Sub7_Government_Orientation",NA,"Australia"
"729","I120_policy_stability",4.7,"Australia"
"730","I121_response_to_change",4.2,"Australia"
"731","I122_digital_business_laws",4.4,"Australia"
"732","I123_gov_long_term_vision",3.6,"Australia"
"733","I124_energy_regulations",84.3,"Australia"
"734","I125_renewable_energy",76.9,"Australia"
"735","I126_environment_treaties",24,"Australia"
"736","P2_infrastructure",NA,"Australia"
"737","Sub8_Transport_Infrastructure",NA,"Australia"
"738","I201_road_connectivity",94.5,"Australia"
"739","I202_quality_of_roads",4.9,"Australia"
"740","I203_railroad_density",1.1,"Australia"
"741","I204_train_efficiency",4.4,"Australia"
"742","I205_airport_connectivity",628785.9,"Australia"
"743","I206_air_transport_efficiency",5.5,"Australia"
"744","I207_shipping_connectivity",31,"Australia"
"745","I208_seaport_efficiency",4.8,"Australia"
"746","Sub9_Utility_Infrastructure",NA,"Australia"
"747","I209_electricity_access",100,"Australia"
"748","I210_electricity_supply",5.3,"Australia"
"749","I211_unsafe_drinking_water",1.7,"Australia"
"750","I212_water_supply",6.5,"Australia"
"751","P3_ICT_adoption",NA,"Australia"
"752","I301_cellular_subscription",113.6,"Australia"
"753","I302_mobile_broadband",134.1,"Australia"
"754","I303_fixed_broadband",32.2,"Australia"
"755","I304_fibre_internet",6.5,"Australia"
"756","I305_internet_users",86.5,"Australia"
"757","P4_macro_stability",NA,"Australia"
"758","I401_inflation",2,"Australia"
"759","I402_debt_dynamic",100,"Australia"
"760","P5_health",NA,"Australia"
"761","I501_healthy_life_expectancy",70.4,"Australia"
"762","P6_skills",NA,"Australia"
"763","Sub10_Workforce",NA,"Australia"
"764","I601_years_of_schooling",12.4,"Australia"
"765","Sub11_Workforce_Skills",NA,"Australia"
"766","I602_staff_training",4.8,"Australia"
"767","I603_vocational_training",4.8,"Australia"
"768","I604_graduates_skillset",4.8,"Australia"
"769","I605_digital_skills",5,"Australia"
"770","I606_skilled_employees",4.6,"Australia"
"771","Sub12_Future_Workforce",NA,"Australia"
"772","I501_healthy_life_expectancy",22.1,"Australia"
"773","Sub13_Future_Workforce_Skills",NA,"Australia"
"774","I608_critical_thinking",4.9,"Australia"
"775","I609_pupil_teacher_ratio",15.2,"Australia"
"776","P7_product_market",NA,"Australia"
"777","Sub14_Domestic_Competition",NA,"Australia"
"778","I701_distortive_taxes",4.4,"Australia"
"779","I702_market_dominance",4.3,"Australia"
"780","I703_competition_services",5.2,"Australia"
"781","Sub15_Trade_Openess",NA,"Australia"
"782","I704_non_tariff_barriers",5.3,"Australia"
"783","I705_trade_tariffs",1.62,"Australia"
"784","I706_tariffs_complexity",6.9,"Australia"
"785","I707_border_clearance",3.9,"Australia"
"786","P8_labour_market",NA,"Australia"
"787","Sub16_Flexibility",NA,"Australia"
"788","I801_redundancy_costs",12,"Australia"
"789","I802_hiring_firing_practices",3.3,"Australia"
"790","I803_labour_employer_relations",4.6,"Australia"
"791","I804_wage_flexibility",4.7,"Australia"
"792","I805_labour_market_policies",4.9,"Australia"
"793","I806_workers_rights",82,"Australia"
"794","I807_foreign_labour_hiring",3,"Australia"
"795","I808_internal_labour_mobility",4.3,"Australia"
"796","Sub17_Meritocracy",NA,"Australia"
"797","I809_reliance_on_management",5.9,"Australia"
"798","I810_pay_productivity",4.5,"Australia"
"799","I811_gender_pay_gap",0.95,"Australia"
"800","I812_labour_tax",21.1,"Australia"
"801","P9_financial_system",NA,"Australia"
"802","Sub18_Depth",NA,"Australia"
"803","I901_credit_to_private_sector",139.6,"Australia"
"804","I902_financing_SME",4.5,"Australia"
"805","I903_venture_capital",3.5,"Australia"
"806","I904_market_capitalization",102.3,"Australia"
"807","I905_insurance_premium",5.7,"Australia"
"808","Sub19_Stability",NA,"Australia"
"809","I906_banks_soundness",6.2,"Australia"
"810","I907_non_performing_loans",0.9,"Australia"
"811","I908_credit_gap",3.1,"Australia"
"812","I909_regulatory_capital",14,"Australia"
"813","P10_market_size",NA,"Australia"
"814","I1001_GDP_PPP",1172,"Australia"
"815","I1002_imports",21.6,"Australia"
"816","P11_dynamism",NA,"Australia"
"817","Sub20_Administrative_Requirements",NA,"Australia"
"818","I1101_starting_business_cost",0.7,"Australia"
"819","I1102_starting_business_time",2.5,"Australia"
"820","I1103_insolvency_recovery_rate",82.7,"Australia"
"821","I1104_insolvency_regulations",11,"Australia"
"822","Sub21_Entrepreneurial_Culture",NA,"Australia"
"823","I1105_risk_attitudes",4.4,"Australia"
"824","I1106_delegating_authority",5.6,"Australia"
"825","I1107_innovating_companies",4.6,"Australia"
"826","I1108_disruptive_ideas",4.2,"Australia"
"827","P12_innovation",NA,"Australia"
"828","Sub22_Diversity",NA,"Australia"
"829","I1201_workforce_diversity",5.7,"Australia"
"830","I1202_cluster_development",4.2,"Australia"
"831","I1203_international_inventions",5.7,"Australia"
"832","I1204_stakeholder_collaboration",4.3,"Australia"
"833","Sub23_Research_Development",NA,"Australia"
"834","I1205_scientific_publications",852.3,"Australia"
"835","I1206_patents",63.33,"Australia"
"836","I1207_RnD_expenditures",1.9,"Australia"
"837","I1208_research_institutions",0.28,"Australia"
"838","Sub24_Commercialization",NA,"Australia"
"839","I1209_buyer_sophistication",4.1,"Australia"
"840","I1210_trademarks",4123.55,"Australia"
"841","P1_institutions",NA,"Austria"
"842","Sub1_Security",NA,"Austria"
"843","I101_organized_crime",5.8,"Austria"
"844","I102_homicide",0.7,"Austria"
"845","I103_terrorism",99.9,"Austria"
"846","I104_police",6.2,"Austria"
"847","Sub2_Social_Capital",NA,"Austria"
"848","Sub2_Social_Capital",61.6,"Austria"
"849","Sub3_Checks_Balances",NA,"Austria"
"850","I106_transparency",NA,"Austria"
"851","I107_judicial_independence",5.7,"Austria"
"852","I108_challenging_regulations",4.2,"Austria"
"853","I09_press_freedom",15.3,"Austria"
"854","Sub4_Public_Sector",NA,"Austria"
"855","I110_gov_burden",3.7,"Austria"
"856","I111_settling_disputes",5.2,"Austria"
"857","I112_e_participation",0.83,"Austria"
"858","Sub5_Transparency",NA,"Austria"
"859","I113_corruption",76,"Austria"
"860","I114_property_rights",NA,"Austria"
"861","I114_property_rights",6.2,"Austria"
"862","I115_intellectual_property_protection",5.9,"Austria"
"863","I116_land_administration",23,"Austria"
"864","Sub6_Corporate_Governance",NA,"Austria"
"865","I117_auditing_accounting_standards",6.2,"Austria"
"866","I118_interest_conflict_regulation",5.7,"Austria"
"867","I119_shareholder_governance",8,"Austria"
"868","Sub7_Government_Orientation",NA,"Austria"
"869","I120_policy_stability",5.9,"Austria"
"870","I121_response_to_change",4.5,"Austria"
"871","I122_digital_business_laws",4.3,"Austria"
"872","I123_gov_long_term_vision",4.3,"Austria"
"873","I124_energy_regulations",73,"Austria"
"874","I125_renewable_energy",65.6,"Austria"
"875","I126_environment_treaties",24,"Austria"
"876","P2_infrastructure",NA,"Austria"
"877","Sub8_Transport_Infrastructure",NA,"Austria"
"878","I201_road_connectivity",81.9,"Austria"
"879","I202_quality_of_roads",6,"Austria"
"880","I203_railroad_density",60,"Austria"
"881","I204_train_efficiency",5.3,"Austria"
"882","I205_airport_connectivity",118724.5,"Austria"
"883","I206_air_transport_efficiency",5.2,"Austria"
"884","I207_shipping_connectivity",NA,"Austria"
"885","I208_seaport_efficiency",3.7,"Austria"
"886","Sub9_Utility_Infrastructure",NA,"Austria"
"887","I209_electricity_access",100,"Austria"
"888","I210_electricity_supply",4.4,"Austria"
"889","I211_unsafe_drinking_water",0.2,"Austria"
"890","I212_water_supply",6.9,"Austria"
"891","P3_ICT_adoption",NA,"Austria"
"892","I301_cellular_subscription",123.5,"Austria"
"893","I302_mobile_broadband",88,"Austria"
"894","I303_fixed_broadband",28.4,"Austria"
"895","I304_fibre_internet",0.6,"Austria"
"896","I305_internet_users",87.7,"Austria"
"897","P4_macro_stability",NA,"Austria"
"898","I401_inflation",2.2,"Austria"
"899","I402_debt_dynamic",100,"Austria"
"900","P5_health",NA,"Austria"
"901","I501_healthy_life_expectancy",70.4,"Austria"
"902","P6_skills",NA,"Austria"
"903","Sub10_Workforce",NA,"Austria"
"904","I601_years_of_schooling",12.6,"Austria"
"905","Sub11_Workforce_Skills",NA,"Austria"
"906","I602_staff_training",5.1,"Austria"
"907","I603_vocational_training",5.7,"Austria"
"908","I604_graduates_skillset",5.3,"Austria"
"909","I605_digital_skills",4.8,"Austria"
"910","I606_skilled_employees",4.5,"Austria"
"911","Sub12_Future_Workforce",NA,"Austria"
"912","I501_healthy_life_expectancy",16.3,"Austria"
"913","Sub13_Future_Workforce_Skills",NA,"Austria"
"914","I608_critical_thinking",4.1,"Austria"
"915","I609_pupil_teacher_ratio",10,"Austria"
"916","P7_product_market",NA,"Austria"
"917","Sub14_Domestic_Competition",NA,"Austria"
"918","I701_distortive_taxes",4.5,"Austria"
"919","I702_market_dominance",5,"Austria"
"920","I703_competition_services",5.6,"Austria"
"921","Sub15_Trade_Openess",NA,"Austria"
"922","I704_non_tariff_barriers",5,"Austria"
"923","I705_trade_tariffs",1.12,"Austria"
"924","I706_tariffs_complexity",2.9,"Austria"
"925","I707_border_clearance",3.7,"Austria"
"926","P8_labour_market",NA,"Austria"
"927","Sub16_Flexibility",NA,"Austria"
"928","I801_redundancy_costs",2,"Austria"
"929","I802_hiring_firing_practices",3.9,"Austria"
"930","I803_labour_employer_relations",5.5,"Austria"
"931","I804_wage_flexibility",2.5,"Austria"
"932","I805_labour_market_policies",5.7,"Austria"
"933","I806_workers_rights",NA,"Austria"
"934","I807_foreign_labour_hiring",3.7,"Austria"
"935","I808_internal_labour_mobility",3.7,"Austria"
"936","Sub17_Meritocracy",NA,"Austria"
"937","I809_reliance_on_management",5.4,"Austria"
"938","I810_pay_productivity",4.6,"Austria"
"939","I811_gender_pay_gap",0.89,"Austria"
"940","I812_labour_tax",33.8,"Austria"
"941","P9_financial_system",NA,"Austria"
"942","Sub18_Depth",NA,"Austria"
"943","I901_credit_to_private_sector",84.7,"Austria"
"944","I902_financing_SME",4.7,"Austria"
"945","I903_venture_capital",3.7,"Austria"
"946","I904_market_capitalization",30.8,"Austria"
"947","I905_insurance_premium",4.2,"Austria"
"948","Sub19_Stability",NA,"Austria"
"949","I906_banks_soundness",5.9,"Austria"
"950","I907_non_performing_loans",2.4,"Austria"
"951","I908_credit_gap",-4.2,"Austria"
"952","I909_regulatory_capital",17.8,"Austria"
"953","P10_market_size",NA,"Austria"
"954","I1001_GDP_PPP",412,"Austria"
"955","I1002_imports",55.7,"Austria"
"956","P11_dynamism",NA,"Austria"
"957","Sub20_Administrative_Requirements",NA,"Austria"
"958","I1101_starting_business_cost",4.8,"Austria"
"959","I1102_starting_business_time",21,"Austria"
"960","I1103_insolvency_recovery_rate",80.1,"Austria"
"961","I1104_insolvency_regulations",11,"Austria"
"962","Sub21_Entrepreneurial_Culture",NA,"Austria"
"963","I1105_risk_attitudes",3.9,"Austria"
"964","I1106_delegating_authority",5.2,"Austria"
"965","I1107_innovating_companies",4.6,"Austria"
"966","I1108_disruptive_ideas",3.7,"Austria"
"967","P12_innovation",NA,"Austria"
"968","Sub22_Diversity",NA,"Austria"
"969","I1201_workforce_diversity",4.5,"Austria"
"970","I1202_cluster_development",4.9,"Austria"
"971","I1203_international_inventions",36.15,"Austria"
"972","I1204_stakeholder_collaboration",4.8,"Austria"
"973","Sub23_Research_Development",NA,"Austria"
"974","I1205_scientific_publications",579,"Austria"
"975","I1206_patents",234.27,"Austria"
"976","I1207_RnD_expenditures",3.1,"Austria"
"977","I1208_research_institutions",0.06,"Austria"
"978","Sub24_Commercialization",NA,"Austria"
"979","I1209_buyer_sophistication",3.9,"Austria"
"980","I1210_trademarks",11700.63,"Austria"
"981","P1_institutions",NA,"Azerbaijan"
"982","Sub1_Security",NA,"Azerbaijan"
"983","I101_organized_crime",5.8,"Azerbaijan"
"984","I102_homicide",2,"Azerbaijan"
"985","I103_terrorism",99.7,"Azerbaijan"
"986","I104_police",5.6,"Azerbaijan"
"987","Sub2_Social_Capital",NA,"Azerbaijan"
"988","Sub2_Social_Capital",41.7,"Azerbaijan"
"989","Sub3_Checks_Balances",NA,"Azerbaijan"
"990","I106_transparency",34,"Azerbaijan"
"991","I107_judicial_independence",4.6,"Azerbaijan"
"992","I108_challenging_regulations",4.7,"Azerbaijan"
"993","I09_press_freedom",59.1,"Azerbaijan"
"994","Sub4_Public_Sector",NA,"Azerbaijan"
"995","I110_gov_burden",5.3,"Azerbaijan"
"996","I111_settling_disputes",4.6,"Azerbaijan"
"997","I112_e_participation",0.68,"Azerbaijan"
"998","Sub5_Transparency",NA,"Azerbaijan"
"999","I113_corruption",25,"Azerbaijan"
"1000","I114_property_rights",NA,"Azerbaijan"
"1001","I114_property_rights",5.1,"Azerbaijan"
"1002","I115_intellectual_property_protection",5.2,"Azerbaijan"
"1003","I116_land_administration",17.5,"Azerbaijan"
