"","Indicator","Value","entity"
"16241","P1_institutions",NA,"Slovak Republic"
"16242","Sub1_Security",NA,"Slovak Republic"
"16243","I101_organized_crime",4.4,"Slovak Republic"
"16244","I102_homicide",1.5,"Slovak Republic"
"16245","I103_terrorism",100,"Slovak Republic"
"16246","I104_police",3.4,"Slovak Republic"
"16247","Sub2_Social_Capital",NA,"Slovak Republic"
"16248","Sub2_Social_Capital",52.2,"Slovak Republic"
"16249","Sub3_Checks_Balances",NA,"Slovak Republic"
"16250","I106_transparency",59,"Slovak Republic"
"16251","I107_judicial_independence",2.8,"Slovak Republic"
"16252","I108_challenging_regulations",2.4,"Slovak Republic"
"16253","I09_press_freedom",23.6,"Slovak Republic"
"16254","Sub4_Public_Sector",NA,"Slovak Republic"
"16255","I110_gov_burden",2.4,"Slovak Republic"
"16256","I111_settling_disputes",2.4,"Slovak Republic"
"16257","I112_e_participation",0.81,"Slovak Republic"
"16258","Sub5_Transparency",NA,"Slovak Republic"
"16259","I113_corruption",50,"Slovak Republic"
"16260","I114_property_rights",NA,"Slovak Republic"
"16261","I114_property_rights",4.4,"Slovak Republic"
"16262","I115_intellectual_property_protection",4.3,"Slovak Republic"
"16263","I116_land_administration",25.5,"Slovak Republic"
"16264","Sub6_Corporate_Governance",NA,"Slovak Republic"
"16265","I117_auditing_accounting_standards",5.5,"Slovak Republic"
"16266","I118_interest_conflict_regulation",4.7,"Slovak Republic"
"16267","I119_shareholder_governance",6,"Slovak Republic"
"16268","Sub7_Government_Orientation",NA,"Slovak Republic"
"16269","I120_policy_stability",3,"Slovak Republic"
"16270","I121_response_to_change",2.9,"Slovak Republic"
"16271","I122_digital_business_laws",3.5,"Slovak Republic"
"16272","I123_gov_long_term_vision",2.7,"Slovak Republic"
"16273","I124_energy_regulations",82.9,"Slovak Republic"
"16274","I125_renewable_energy",82.6,"Slovak Republic"
"16275","I126_environment_treaties",25,"Slovak Republic"
"16276","P2_infrastructure",NA,"Slovak Republic"
"16277","Sub8_Transport_Infrastructure",NA,"Slovak Republic"
"16278","I201_road_connectivity",83.5,"Slovak Republic"
"16279","I202_quality_of_roads",4,"Slovak Republic"
"16280","I203_railroad_density",75.4,"Slovak Republic"
"16281","I204_train_efficiency",4,"Slovak Republic"
"16282","I205_airport_connectivity",6351.2,"Slovak Republic"
"16283","I206_air_transport_efficiency",3.8,"Slovak Republic"
"16284","I207_shipping_connectivity",NA,"Slovak Republic"
"16285","I208_seaport_efficiency",3.1,"Slovak Republic"
"16286","Sub9_Utility_Infrastructure",NA,"Slovak Republic"
"16287","I209_electricity_access",100,"Slovak Republic"
"16288","I210_electricity_supply",4.5,"Slovak Republic"
"16289","I211_unsafe_drinking_water",3.1,"Slovak Republic"
"16290","I212_water_supply",6.5,"Slovak Republic"
"16291","P3_ICT_adoption",NA,"Slovak Republic"
"16292","I301_cellular_subscription",132.8,"Slovak Republic"
"16293","I302_mobile_broadband",86,"Slovak Republic"
"16294","I303_fixed_broadband",27.7,"Slovak Republic"
"16295","I304_fibre_internet",7.6,"Slovak Republic"
"16296","I305_internet_users",80.7,"Slovak Republic"
"16297","P4_macro_stability",NA,"Slovak Republic"
"16298","I401_inflation",2,"Slovak Republic"
"16299","I402_debt_dynamic",100,"Slovak Republic"
"16300","P5_health",NA,"Slovak Republic"
"16301","I501_healthy_life_expectancy",66.3,"Slovak Republic"
"16302","P6_skills",NA,"Slovak Republic"
"16303","Sub10_Workforce",NA,"Slovak Republic"
"16304","I601_years_of_schooling",13.6,"Slovak Republic"
"16305","Sub11_Workforce_Skills",NA,"Slovak Republic"
"16306","I602_staff_training",4.1,"Slovak Republic"
"16307","I603_vocational_training",3.6,"Slovak Republic"
"16308","I604_graduates_skillset",3.8,"Slovak Republic"
"16309","I605_digital_skills",4.6,"Slovak Republic"
"16310","I606_skilled_employees",3.4,"Slovak Republic"
"16311","Sub12_Future_Workforce",NA,"Slovak Republic"
"16312","I501_healthy_life_expectancy",14.5,"Slovak Republic"
"16313","Sub13_Future_Workforce_Skills",NA,"Slovak Republic"
"16314","I608_critical_thinking",2.9,"Slovak Republic"
"16315","I609_pupil_teacher_ratio",15.2,"Slovak Republic"
"16316","P7_product_market",NA,"Slovak Republic"
"16317","Sub14_Domestic_Competition",NA,"Slovak Republic"
"16318","I701_distortive_taxes",2.5,"Slovak Republic"
"16319","I702_market_dominance",3.7,"Slovak Republic"
"16320","I703_competition_services",5.5,"Slovak Republic"
"16321","Sub15_Trade_Openess",NA,"Slovak Republic"
"16322","I704_non_tariff_barriers",4.7,"Slovak Republic"
"16323","I705_trade_tariffs",1.12,"Slovak Republic"
"16324","I706_tariffs_complexity",2.9,"Slovak Republic"
"16325","I707_border_clearance",2.8,"Slovak Republic"
"16326","P8_labour_market",NA,"Slovak Republic"
"16327","Sub16_Flexibility",NA,"Slovak Republic"
"16328","I801_redundancy_costs",18.8,"Slovak Republic"
"16329","I802_hiring_firing_practices",3.3,"Slovak Republic"
"16330","I803_labour_employer_relations",4.2,"Slovak Republic"
"16331","I804_wage_flexibility",5,"Slovak Republic"
"16332","I805_labour_market_policies",4.1,"Slovak Republic"
"16333","I806_workers_rights",100,"Slovak Republic"
"16334","I807_foreign_labour_hiring",3.3,"Slovak Republic"
"16335","I808_internal_labour_mobility",4.1,"Slovak Republic"
"16336","Sub17_Meritocracy",NA,"Slovak Republic"
"16337","I809_reliance_on_management",4.5,"Slovak Republic"
"16338","I810_pay_productivity",4.2,"Slovak Republic"
"16339","I811_gender_pay_gap",0.88,"Slovak Republic"
"16340","I812_labour_tax",39.7,"Slovak Republic"
"16341","P9_financial_system",NA,"Slovak Republic"
"16342","Sub18_Depth",NA,"Slovak Republic"
"16343","I901_credit_to_private_sector",56.7,"Slovak Republic"
"16344","I902_financing_SME",4.2,"Slovak Republic"
"16345","I903_venture_capital",3.6,"Slovak Republic"
"16346","I904_market_capitalization",5.4,"Slovak Republic"
"16347","I905_insurance_premium",2.5,"Slovak Republic"
"16348","Sub19_Stability",NA,"Slovak Republic"
"16349","I906_banks_soundness",6,"Slovak Republic"
"16350","I907_non_performing_loans",3.7,"Slovak Republic"
"16351","I908_credit_gap",1.7,"Slovak Republic"
"16352","I909_regulatory_capital",18.2,"Slovak Republic"
"16353","P10_market_size",NA,"Slovak Republic"
"16354","I1001_GDP_PPP",170,"Slovak Republic"
"16355","I1002_imports",98.2,"Slovak Republic"
"16356","P11_dynamism",NA,"Slovak Republic"
"16357","Sub20_Administrative_Requirements",NA,"Slovak Republic"
"16358","I1101_starting_business_cost",1,"Slovak Republic"
"16359","I1102_starting_business_time",26.5,"Slovak Republic"
"16360","I1103_insolvency_recovery_rate",48.8,"Slovak Republic"
"16361","I1104_insolvency_regulations",13,"Slovak Republic"
"16362","Sub21_Entrepreneurial_Culture",NA,"Slovak Republic"
"16363","I1105_risk_attitudes",3.6,"Slovak Republic"
"16364","I1106_delegating_authority",4.4,"Slovak Republic"
"16365","I1107_innovating_companies",4.1,"Slovak Republic"
"16366","I1108_disruptive_ideas",3.5,"Slovak Republic"
"16367","P12_innovation",NA,"Slovak Republic"
"16368","Sub22_Diversity",NA,"Slovak Republic"
"16369","I1201_workforce_diversity",3.9,"Slovak Republic"
"16370","I1202_cluster_development",3.8,"Slovak Republic"
"16371","I1203_international_inventions",3.31,"Slovak Republic"
"16372","I1204_stakeholder_collaboration",3.6,"Slovak Republic"
"16373","Sub23_Research_Development",NA,"Slovak Republic"
"16374","I1205_scientific_publications",242,"Slovak Republic"
"16375","I1206_patents",9.82,"Slovak Republic"
"16376","I1207_RnD_expenditures",0.8,"Slovak Republic"
"16377","I1208_research_institutions",0.02,"Slovak Republic"
"16378","Sub24_Commercialization",NA,"Slovak Republic"
"16379","I1209_buyer_sophistication",3.2,"Slovak Republic"
"16380","I1210_trademarks",2788.85,"Slovak Republic"
"16381","P1_institutions",NA,"Slovenia"
"16382","Sub1_Security",NA,"Slovenia"
"16383","I101_organized_crime",5.6,"Slovenia"
"16384","I102_homicide",0.9,"Slovenia"
"16385","I103_terrorism",100,"Slovenia"
"16386","I104_police",5.5,"Slovenia"
"16387","Sub2_Social_Capital",NA,"Slovenia"
"16388","Sub2_Social_Capital",60.1,"Slovenia"
"16389","Sub3_Checks_Balances",NA,"Slovenia"
"16390","I106_transparency",69,"Slovenia"
"16391","I107_judicial_independence",3.5,"Slovenia"
"16392","I108_challenging_regulations",2.7,"Slovenia"
"16393","I09_press_freedom",22.3,"Slovenia"
"16394","Sub4_Public_Sector",NA,"Slovenia"
"16395","I110_gov_burden",2.6,"Slovenia"
"16396","I111_settling_disputes",3.2,"Slovenia"
"16397","I112_e_participation",0.81,"Slovenia"
"16398","Sub5_Transparency",NA,"Slovenia"
"16399","I113_corruption",60,"Slovenia"
"16400","I114_property_rights",NA,"Slovenia"
"16401","I114_property_rights",4.6,"Slovenia"
"16402","I115_intellectual_property_protection",4.8,"Slovenia"
"16403","I116_land_administration",23,"Slovenia"
"16404","Sub6_Corporate_Governance",NA,"Slovenia"
"16405","I117_auditing_accounting_standards",4.9,"Slovenia"
"16406","I118_interest_conflict_regulation",7.3,"Slovenia"
"16407","I119_shareholder_governance",6.7,"Slovenia"
"16408","Sub7_Government_Orientation",NA,"Slovenia"
"16409","I120_policy_stability",3.7,"Slovenia"
"16410","I121_response_to_change",3.3,"Slovenia"
"16411","I122_digital_business_laws",3.9,"Slovenia"
"16412","I123_gov_long_term_vision",3.3,"Slovenia"
"16413","I124_energy_regulations",NA,"Slovenia"
"16414","I125_renewable_energy",NA,"Slovenia"
"16415","I126_environment_treaties",27,"Slovenia"
"16416","P2_infrastructure",NA,"Slovenia"
"16417","Sub8_Transport_Infrastructure",NA,"Slovenia"
"16418","I201_road_connectivity",74.3,"Slovenia"
"16419","I202_quality_of_roads",4.9,"Slovenia"
"16420","I203_railroad_density",60,"Slovenia"
"16421","I204_train_efficiency",3.1,"Slovenia"
"16422","I205_airport_connectivity",8559.7,"Slovenia"
"16423","I206_air_transport_efficiency",4.6,"Slovenia"
"16424","I207_shipping_connectivity",39.3,"Slovenia"
"16425","I208_seaport_efficiency",4.7,"Slovenia"
"16426","Sub9_Utility_Infrastructure",NA,"Slovenia"
"16427","I209_electricity_access",100,"Slovenia"
"16428","I210_electricity_supply",5.7,"Slovenia"
"16429","I211_unsafe_drinking_water",2.4,"Slovenia"
"16430","I212_water_supply",6.6,"Slovenia"
"16431","P3_ICT_adoption",NA,"Slovenia"
"16432","I301_cellular_subscription",118.7,"Slovenia"
"16433","I302_mobile_broadband",77.7,"Slovenia"
"16434","I303_fixed_broadband",29.5,"Slovenia"
"16435","I304_fibre_internet",9.4,"Slovenia"
"16436","I305_internet_users",79.7,"Slovenia"
"16437","P4_macro_stability",NA,"Slovenia"
"16438","I401_inflation",1.6,"Slovenia"
"16439","I402_debt_dynamic",100,"Slovenia"
"16440","P5_health",NA,"Slovenia"
"16441","I501_healthy_life_expectancy",68.7,"Slovenia"
"16442","P6_skills",NA,"Slovenia"
"16443","Sub10_Workforce",NA,"Slovenia"
"16444","I601_years_of_schooling",12.3,"Slovenia"
"16445","Sub11_Workforce_Skills",NA,"Slovenia"
"16446","I602_staff_training",4.5,"Slovenia"
"16447","I603_vocational_training",4.2,"Slovenia"
"16448","I604_graduates_skillset",4.5,"Slovenia"
"16449","I605_digital_skills",4.8,"Slovenia"
"16450","I606_skilled_employees",4.3,"Slovenia"
"16451","Sub12_Future_Workforce",NA,"Slovenia"
"16452","I501_healthy_life_expectancy",17.4,"Slovenia"
"16453","Sub13_Future_Workforce_Skills",NA,"Slovenia"
"16454","I608_critical_thinking",3.2,"Slovenia"
"16455","I609_pupil_teacher_ratio",13.8,"Slovenia"
"16456","P7_product_market",NA,"Slovenia"
"16457","Sub14_Domestic_Competition",NA,"Slovenia"
"16458","I701_distortive_taxes",4,"Slovenia"
"16459","I702_market_dominance",4.5,"Slovenia"
"16460","I703_competition_services",5.4,"Slovenia"
"16461","Sub15_Trade_Openess",NA,"Slovenia"
"16462","I704_non_tariff_barriers",5.1,"Slovenia"
"16463","I705_trade_tariffs",1.12,"Slovenia"
"16464","I706_tariffs_complexity",2.9,"Slovenia"
"16465","I707_border_clearance",3.4,"Slovenia"
"16466","P8_labour_market",NA,"Slovenia"
"16467","Sub16_Flexibility",NA,"Slovenia"
"16468","I801_redundancy_costs",10.6,"Slovenia"
"16469","I802_hiring_firing_practices",2.6,"Slovenia"
"16470","I803_labour_employer_relations",4.6,"Slovenia"
"16471","I804_wage_flexibility",4.6,"Slovenia"
"16472","I805_labour_market_policies",4.6,"Slovenia"
"16473","I806_workers_rights",NA,"Slovenia"
"16474","I807_foreign_labour_hiring",3.6,"Slovenia"
"16475","I808_internal_labour_mobility",3.3,"Slovenia"
"16476","Sub17_Meritocracy",NA,"Slovenia"
"16477","I809_reliance_on_management",4.6,"Slovenia"
"16478","I810_pay_productivity",4.1,"Slovenia"
"16479","I811_gender_pay_gap",0.9,"Slovenia"
"16480","I812_labour_tax",18.2,"Slovenia"
"16481","P9_financial_system",NA,"Slovenia"
"16482","Sub18_Depth",NA,"Slovenia"
"16483","I901_credit_to_private_sector",47.1,"Slovenia"
"16484","I902_financing_SME",4.2,"Slovenia"
"16485","I903_venture_capital",3.3,"Slovenia"
"16486","I904_market_capitalization",12.9,"Slovenia"
"16487","I905_insurance_premium",3.6,"Slovenia"
"16488","Sub19_Stability",NA,"Slovenia"
"16489","I906_banks_soundness",4.9,"Slovenia"
"16490","I907_non_performing_loans",3.2,"Slovenia"
"16491","I908_credit_gap",-16.5,"Slovenia"
"16492","I909_regulatory_capital",18.7,"Slovenia"
"16493","P10_market_size",NA,"Slovenia"
"16494","I1001_GDP_PPP",68,"Slovenia"
"16495","I1002_imports",88.2,"Slovenia"
"16496","P11_dynamism",NA,"Slovenia"
"16497","Sub20_Administrative_Requirements",NA,"Slovenia"
"16498","I1101_starting_business_cost",0,"Slovenia"
"16499","I1102_starting_business_time",8,"Slovenia"
"16500","I1103_insolvency_recovery_rate",88.7,"Slovenia"
"16501","I1104_insolvency_regulations",11.5,"Slovenia"
"16502","Sub21_Entrepreneurial_Culture",NA,"Slovenia"
"16503","I1105_risk_attitudes",3.6,"Slovenia"
"16504","I1106_delegating_authority",4.6,"Slovenia"
"16505","I1107_innovating_companies",4.4,"Slovenia"
"16506","I1108_disruptive_ideas",3.5,"Slovenia"
"16507","P12_innovation",NA,"Slovenia"
"16508","Sub22_Diversity",NA,"Slovenia"
"16509","I1201_workforce_diversity",4.5,"Slovenia"
"16510","I1202_cluster_development",3.8,"Slovenia"
"16511","I1203_international_inventions",6.49,"Slovenia"
"16512","I1204_stakeholder_collaboration",4,"Slovenia"
"16513","Sub23_Research_Development",NA,"Slovenia"
"16514","I1205_scientific_publications",254.7,"Slovenia"
"16515","I1206_patents",51.57,"Slovenia"
"16516","I1207_RnD_expenditures",2,"Slovenia"
"16517","I1208_research_institutions",0.02,"Slovenia"
"16518","Sub24_Commercialization",NA,"Slovenia"
"16519","I1209_buyer_sophistication",3.6,"Slovenia"
"16520","I1210_trademarks",NA,"Slovenia"
"16521","P1_institutions",NA,"South Africa"
"16522","Sub1_Security",NA,"South Africa"
"16523","I101_organized_crime",3.2,"South Africa"
"16524","I102_homicide",35.9,"South Africa"
"16525","I103_terrorism",97,"South Africa"
"16526","I104_police",3.2,"South Africa"
"16527","Sub2_Social_Capital",NA,"South Africa"
"16528","Sub2_Social_Capital",56.2,"South Africa"
"16529","Sub3_Checks_Balances",NA,"South Africa"
"16530","I106_transparency",89,"South Africa"
"16531","I107_judicial_independence",5,"South Africa"
"16532","I108_challenging_regulations",4,"South Africa"
"16533","I09_press_freedom",22.2,"South Africa"
"16534","Sub4_Public_Sector",NA,"South Africa"
"16535","I110_gov_burden",3,"South Africa"
"16536","I111_settling_disputes",4.6,"South Africa"
"16537","I112_e_participation",0.85,"South Africa"
"16538","Sub5_Transparency",NA,"South Africa"
"16539","I113_corruption",43,"South Africa"
"16540","I114_property_rights",NA,"South Africa"
"16541","I114_property_rights",4.1,"South Africa"
"16542","I115_intellectual_property_protection",4.7,"South Africa"
"16543","I116_land_administration",15,"South Africa"
"16544","Sub6_Corporate_Governance",NA,"South Africa"
"16545","I117_auditing_accounting_standards",5.1,"South Africa"
"16546","I118_interest_conflict_regulation",8,"South Africa"
"16547","I119_shareholder_governance",6.7,"South Africa"
"16548","Sub7_Government_Orientation",NA,"South Africa"
"16549","I120_policy_stability",3.3,"South Africa"
"16550","I121_response_to_change",3,"South Africa"
"16551","I122_digital_business_laws",3.5,"South Africa"
"16552","I123_gov_long_term_vision",3.7,"South Africa"
"16553","I124_energy_regulations",76.2,"South Africa"
"16554","I125_renewable_energy",76.1,"South Africa"
"16555","I126_environment_treaties",24,"South Africa"
"16556","P2_infrastructure",NA,"South Africa"
"16557","Sub8_Transport_Infrastructure",NA,"South Africa"
"16558","I201_road_connectivity",96.2,"South Africa"
"16559","I202_quality_of_roads",4.5,"South Africa"
"16560","I203_railroad_density",17.3,"South Africa"
"16561","I204_train_efficiency",3,"South Africa"
"16562","I205_airport_connectivity",106077.2,"South Africa"
"16563","I206_air_transport_efficiency",5.5,"South Africa"
"16564","I207_shipping_connectivity",40.1,"South Africa"
"16565","I208_seaport_efficiency",4.5,"South Africa"
"16566","Sub9_Utility_Infrastructure",NA,"South Africa"
"16567","I209_electricity_access",84.2,"South Africa"
"16568","I210_electricity_supply",8.7,"South Africa"
"16569","I211_unsafe_drinking_water",27.8,"South Africa"
"16570","I212_water_supply",4.4,"South Africa"
"16571","P3_ICT_adoption",NA,"South Africa"
"16572","I301_cellular_subscription",153.2,"South Africa"
"16573","I302_mobile_broadband",76,"South Africa"
"16574","I303_fixed_broadband",2.4,"South Africa"
"16575","I304_fibre_internet",0.4,"South Africa"
"16576","I305_internet_users",56.2,"South Africa"
"16577","P4_macro_stability",NA,"South Africa"
"16578","I401_inflation",4.9,"South Africa"
"16579","I402_debt_dynamic",79.4,"South Africa"
"16580","P5_health",NA,"South Africa"
"16581","I501_healthy_life_expectancy",57.1,"South Africa"
"16582","P6_skills",NA,"South Africa"
"16583","Sub10_Workforce",NA,"South Africa"
"16584","I601_years_of_schooling",10.1,"South Africa"
"16585","Sub11_Workforce_Skills",NA,"South Africa"
"16586","I602_staff_training",4.5,"South Africa"
"16587","I603_vocational_training",3.5,"South Africa"
"16588","I604_graduates_skillset",3.7,"South Africa"
"16589","I605_digital_skills",3.3,"South Africa"
"16590","I606_skilled_employees",3.9,"South Africa"
"16591","Sub12_Future_Workforce",NA,"South Africa"
"16592","I501_healthy_life_expectancy",13.7,"South Africa"
"16593","Sub13_Future_Workforce_Skills",NA,"South Africa"
"16594","I608_critical_thinking",3.2,"South Africa"
"16595","I609_pupil_teacher_ratio",30.3,"South Africa"
"16596","P7_product_market",NA,"South Africa"
"16597","Sub14_Domestic_Competition",NA,"South Africa"
"16598","I701_distortive_taxes",3.6,"South Africa"
"16599","I702_market_dominance",3.8,"South Africa"
"16600","I703_competition_services",5.2,"South Africa"
"16601","Sub15_Trade_Openess",NA,"South Africa"
"16602","I704_non_tariff_barriers",4.3,"South Africa"
"16603","I705_trade_tariffs",7.07,"South Africa"
"16604","I706_tariffs_complexity",4.9,"South Africa"
"16605","I707_border_clearance",3.2,"South Africa"
"16606","P8_labour_market",NA,"South Africa"
"16607","Sub16_Flexibility",NA,"South Africa"
"16608","I801_redundancy_costs",9.3,"South Africa"
